Title,Author,Location,Highlight
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1414,"without a good understanding of what is meant by these terms, these decisions fail to capitalize on real dynamics in the world and instead are successful only by luck."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1416,"The correlation coefficient between two measures, which varies between-1 and 1, is a measure of the relative weight of the factors they share."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1470,Inversion
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1470,Modelo
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1471,it helps you identify and remove obstacles to success.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1472,As a thinking tool it means approaching a situation from the opposite end of the natural starting point.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1473,"Sometimes it’s good to start at the beginning, but it can be more useful to start at the end."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1474,Avoiding stupidity is easier than seeking brilliance.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1476,"There are two approaches to applying inversion in your life. Start by assuming that what you’re trying to prove is either true or false, then show what else would have to be true. Instead of aiming directly for your goal, think deeply about what you want to avoid and then see what options are left over."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1560,"Kurt Lewin.10 In the 1930s he came up with the idea of force field analysis, which essentially recognizes that in any situation where change is desired, successful management of that change requires applied inversion. Here is a brief explanation of his process: Identify the problem Define your objective Identify the forces that support change towards your objective Identify the forces that impede change towards the objective Strategize a solution! This may involve both augmenting or adding to the forces in step 3, and reducing or eliminating the forces in step 4."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1568,The inversion happens between steps 3 and 4.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1569,"Think about not only what you could do to solve a problem, but what you could do to make it worse—and then avoid doing that, or eliminate the conditions that perpetuate it."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1571,«He wins his battles by making no mistakes.» Sun Tzu11
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1582,Using inversion to identify your end goal and work backward from there can lead to innovation.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1607,«Hence to fight and conquer in all your battles is not supreme excellence; supreme excellence consists in breaking the enemy’s resistance without fighting.» Sun Tzu15
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1611,"Simply invert, always invert, when you are stuck. If you take the results of your inversion seriously, you might make a great deal of progress on solving your problems."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1613,Anybody can make the simple complicated. Creativity is making the complicated simple. Charles Mingus1
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1624,Occam’s Razor
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1624,Modelo
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1625,"Simpler explanations are more likely to be true than complicated ones. This is the essence of Occam’s Razor,"
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1626,"Instead of wasting your time trying to disprove complex scenarios, you can make decisions more confidently by basing them on the explanation that has the fewest moving parts."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1631,We often spend lots of time coming up with very complicated narratives to explain what we see around us.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1633,"This is a common human tendency, and it serves us well in some situations, such as creating art. However, complexity takes work to unravel, manage, and understand."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1634,Occam’s Razor is a great tool for avoiding unnecessary complexity by helping you identify and commit to the simplest explanation possible.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1643,"Writing about the truth or untruth of miracles, Hume stated that we should default to skepticism about them.4"
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1645,"By definition, a miracle is something which has happened outside of our normal understanding of the way nature works. If the miracle was not outside of our common experience, we wouldn’t consider its occurrence miraculous. If there was a simple explanation for the occurrence based on mostly common knowledge, we likely wouldn’t pay much attention to it at all."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1648,"Therefore, the most simple explanation for a miracle is that the miracle-witnesser is not describing the event correctly, or the miracle represents a more common phenomenon that we currently don’t properly understand."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1655,The simpler explanation for a miracle is that there are principles of nature being exploited that we do not understand.
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1693,"Simplicity can increase efficiency With limited time and resources, it is not possible to track down every theory with a plausible explanation of a complex, uncertain event. Without the filter of Occam’s Razor, we are stuck chasing down dead ends. We waste time, resources, and energy."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1733,The Razor in Leadership
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1739,"His famous reply was that “the last thing IBM needs right now is a vision.” What IBM actually needed to do was to serve its customers, compete for business in the here and now, and focus on businesses that were already profitable. It needed simple, tough-minded business execution."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1745,"Therefore, we can’t use this Razor to create artificial simplicity. If something cannot be broken down any further, we must deal with it as it is."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1747,"How do you know something is as simple as it can be? Think of computer code. Code can sometimes be excessively complex. In trying to simplify it, we would still have to make sure it can perform the functions we need it to. This is one way to understand simplicity. An explanation can be simplified only to the extent that it can still provide an accurate understanding."
The Great Mental Models General Thinking Concepts (Shane Parrish Rhiannon Beaubien) (z-lib.org),Shane Parrish,1751,always remembering that a simpler explanation is more likely to be correct than a complicated one goes a long way towards helping us conserve our most precious resources of time and energy.
